,Name, StationType, MeanAvgTemperature,yyyy-mm-dd
540,WHITMORE CALIFORNIA, RAWS,47.4,2014-02-01
541,WILEY RIDGE CALIFORNIA, RAWS,58.3,2014-02-01
542,WOFFORD HEIGHTS CALIFORNIA, RAWS,50.4,2014-02-01
543,WOLVERTON CALIFORNIA, RAWS,47.1,2014-02-01
544,WOODACRE CALIFORNIA, RAWS,51.5,2014-02-01
545,WHITAKER PEAK CALIFORNIA, RAWS,53.0,2014-02-01
546,WHITE WOLF CALIFORNIA, RAWS,34.8,2014-02-01
547,YOLLA BOLLA CALIFORNIA, RAWS,41.3,2014-02-01
548,YUCCA VALLEY CALIFORNIA, RAWS,54.3,2014-02-01
549,YUROK CALIFORNIA, RAWS,50.1,2014-02-01
550,HAGAN'S MEADOW, Snotel,33.6,2014-02-01
551,BLUE LAKES, Snotel,29.8,2014-02-01
552,POISON FLAT, Snotel,32.5,2014-02-01
553,SONORA PASS, Snotel,32.5,2014-02-01
554,LEAVITT MEADOWS, Snotel,36.2,2014-02-01
555,VIRGINIA LAKES RIDGE, Snotel,32.0,2014-02-01
556,LOBDELL LAKE, Snotel,30.9,2014-02-01
557,EBBETTS PASS, Snotel,33.3,2014-02-01
558,HEAVENLY VALLEY, Snotel,30.9,2014-02-01
559,LEAVITT LAKE, Snotel,31.3,2014-02-01
560,SPRATT CREEK, Snotel,39.3,2014-02-01
561,MONITOR PASS, Snotel,34.8,2014-02-01
562,BURNSIDE LAKE, Snotel,29.8,2014-02-01
563,SUMMIT MEADOW, Snotel,32.0,2014-02-01
564,FORESTDALE CREEK, Snotel,34.2,2014-02-01
565,HORSE MEADOW, Snotel,32.6,2014-02-01
566,CARSON PASS, Snotel,31.8,2014-02-01
567,CROWDER FLAT, Snotel,36.5,2014-02-01
568,CEDAR PASS, Snotel,31.9,2014-02-01
569,DISMAL SWAMP, Snotel,29.5,2014-02-01
570,ADIN MTN, Snotel,32.7,2014-02-01
571,INDEPENDENCE CREEK, Snotel,35.4,2014-02-01
572,INDEPENDENCE CAMP, Snotel,35.1,2014-02-01
573,INDEPENDENCE LAKE, Snotel,31.7,2014-02-01
574,TRUCKEE #2, Snotel,37.7,2014-02-01
575,WARD CREEK #3, Snotel,36.0,2014-02-01
576,TAHOE CITY CROSS, Snotel,36.9,2014-02-01
577,SQUAW VALLEY G.C., Snotel,33.8,2014-02-01
578,CSS LAB, Snotel,34.9,2014-02-01
579,RUBICON #2, Snotel,34.9,2014-02-01
580,ECHO PEAK, Snotel,35.1,2014-02-01
581,FALLEN LEAF, Snotel,37.4,2014-02-01
582,BEAR VALLEY F.D., COOP,45.7,2014-02-01
583,SCHOOL HOUSE CALIFORNIA, RAWS,44.6,2014-02-01
584,SHIP MTN. CALIFORNIA, RAWS,36.2,2014-02-01
585,SHADEQUARTER CALIFORNIA, RAWS,47.6,2014-02-01
586,SIMS CALIFORNIA, RAWS,45.2,2014-02-01
587,SLATER BUTTE CALIFORNIA, RAWS,39.3,2014-02-01
588,SAN MIGUEL CALIFORNIA, RAWS,60.9,2014-02-01
589,SAN LUIS NWR CALIFORNIA, RAWS,53.5,2014-02-01
590,SANTA RITA CALIFORNIA, RAWS,45.9,2014-02-01
591,SOLDIER MOUNTAIN CALIFORNIA, RAWS,42.8,2014-02-01
592,SOMES BAR CALIFORNIA, RAWS,48.7,2014-02-01
593,SQUAW SPRINGS CALIFORNIA, RAWS,55.3,2014-02-01
594,SQUAW LAKE CALIFORNIA, RAWS,66.1,2014-02-01
595,CONVERSE CALIFORNIA, RAWS,47.3,2014-02-01
596,COOSKIE MOUNTAIN CALIFORNIA, RAWS,44.2,2014-02-01
597,CORRALITOS CALIFORNIA, RAWS,53.3,2014-02-01
598,COUNTY LINE CALIFORNIA, RAWS,51.8,2014-02-01
599,CAMP 9 CALIFORNIA, RAWS,52.7,2014-02-01
600,CRANE FLAT LOOKOUT CALIFORNIA, RAWS,40.6,2014-02-01
601,CRESTVIEW CALIFORNIA, RAWS,34.5,2014-02-01
602,CORNING CALIFORNIA, RAWS,52.5,2014-02-01
603,CARPENTER RIDGE CALIFORNIA, RAWS,41.1,2014-02-01
604,CRANSTON CALIFORNIA, RAWS,59.7,2014-02-01
605,CRAZY PEAK CALIFORNIA, RAWS,41.1,2014-02-01
606,CASHMAN CALIFORNIA, RAWS,43.5,2014-02-01
607,DESCANSO CALIFORNIA, RAWS,52.4,2014-02-01
608,DEVILS GARDEN CALIFORNIA, RAWS,36.6,2014-02-01
609,DIABLO GRANDE CALIFORNIA, RAWS,52.1,2014-02-01
610,DEMOCRAT CALIFORNIA, RAWS,52.1,2014-02-01
611,DINKEY CALIFORNIA, RAWS,38.0,2014-02-01
612,DOG VALLEY CALIFORNIA, RAWS,37.4,2014-02-01
613,DOYLE CALIFORNIA, RAWS,43.2,2014-02-01
614,DUNCAN CALIFORNIA, RAWS,37.3,2014-02-01
615,DEL VALLE CALIFORNIA, RAWS,59.4,2014-02-01
616,DEVORE CALIFORNIA, RAWS,57.9,2014-02-01
617,EAGLE PEAK CALIFORNIA, RAWS,45.2,2014-02-01
618,EEL RIVER CAMP CALIFORNIA, RAWS,50.1,2014-02-01
619,EEL RIVER CALIFORNIA, RAWS,48.5,2014-02-01
620,EL CARISO CALIFORNIA, RAWS,59.1,2014-02-01
621,MOUNT ELIZABETH CALIFORNIA, RAWS,45.3,2014-02-01
622,EL MIRAGE CALIFORNIA, RAWS,64.2,2014-02-01
623,ESPERANZA CALIFORNIA, RAWS,48.6,2014-02-01
624,FANCHER CREEK CALIFORNIA, RAWS,56.9,2014-02-01
625,FAWNSKIN CALIFORNIA, RAWS,41.1,2014-02-01
626,FENCE MEADOW CALIFORNIA, RAWS,45.9,2014-02-01
627,FORT HUNTER LIGGET CALIFORNIA, RAWS,52.7,2014-02-01
628,FIGUEROA CALIFORNIA, RAWS,55.7,2014-02-01
629,FISH CREEK MTN CALIFORNIA, RAWS,69.7,2014-02-01
630,FIVE MILE CALIFORNIA, RAWS,55.7,2014-02-01
631,FORESTHILL CALIFORNIA, RAWS,45.0,2014-02-01
632,FOUNTAIN SPRINGS CALIFORNIA, RAWS,55.2,2014-02-01
633,FREMONT CANYON CALIFORNIA, RAWS,59.9,2014-02-01
634,FRIEND MOUNTAIN CALIFORNIA, RAWS,40.4,2014-02-01
635,GASQUET CALIFORNIA, RAWS,50.8,2014-02-01
636,GRASSHOPPER CALIFORNIA, RAWS,34.7,2014-02-01
637,GOOSE VALLEY CALIFORNIA, RAWS,59.3,2014-02-01
638,GORDON CALIFORNIA, RAWS,35.3,2014-02-01
639,GREEN SPRING CALIFORNIA, RAWS,52.7,2014-02-01
640,HASTINGS CALIFORNIA, RAWS,52.5,2014-02-01
641,HAWKEYE CALIFORNIA, RAWS,50.0,2014-02-01
642,HAYFORK CALIFORNIA, RAWS,43.7,2014-02-01
643,HELL HOLE CALIFORNIA, RAWS,45.6,2014-02-01
644,HERNANDEZ CALIFORNIA, RAWS,49.2,2014-02-01
645,HIGH GLADE LOOKOUT CALIFORNIA, RAWS,42.4,2014-02-01
646,HIGH SIERRA CALIFORNIA, RAWS,37.0,2014-02-01
647,HOPLAND CALIFORNIA, RAWS,48.6,2014-02-01
648,HOLLISTER CALIFORNIA, RAWS,54.1,2014-02-01
649,HUNTER MOUNTAIN CALIFORNIA, RAWS,41.5,2014-02-01
650,HORSE LAKE CALIFORNIA, RAWS,36.9,2014-02-01
651,HOOPA CALIFORNIA, RAWS,50.3,2014-02-01
652,HORSE THIEF SPRINGS CALIFORNIA, RAWS,50.6,2014-02-01
653,HURLEY CALIFORNIA, RAWS,50.4,2014-02-01
654,INDIAN WELL CALIFORNIA, RAWS,38.9,2014-02-01
655,JARBO GAP CALIFORNIA, RAWS,48.3,2014-02-01
656,JERSEYDALE CALIFORNIA, RAWS,47.9,2014-02-01
657,JOHNSONDALE CALIFORNIA, RAWS,43.6,2014-02-01
658,JUANITA LAKE CALIFORNIA, RAWS,38.9,2014-02-01
659,JULIAN CALIFORNIA, RAWS,51.3,2014-02-01
660,JUNIPER CREEK CALIFORNIA, RAWS,39.0,2014-02-01
661,KEENWILD CALIFORNIA, RAWS,51.0,2014-02-01
662,KETTLEMAN HILLS CALIFORNIA, RAWS,57.4,2014-02-01
663,KNOXVILLE CREEK CALIFORNIA, RAWS,49.4,2014-02-01
664,KONOCTI CALIFORNIA, RAWS,49.9,2014-02-01
665,LOS BANOS CALIFORNIA, RAWS,56.2,2014-02-01
666,MT. LAGUNA CALIFORNIA, RAWS,45.4,2014-02-01
667,LA HONDA CALIFORNIA, RAWS,51.1,2014-02-01
668,LA PANZA CALIFORNIA, RAWS,49.9,2014-02-01
669,LAURAL MOUNTAIN CALIFORNIA, RAWS,53.3,2014-02-01
670,LASSEN LODGE CALIFORNIA, RAWS,44.1,2014-02-01
671,LAUFMAN CALIFORNIA, RAWS,41.1,2014-02-01
672,LAYTONVILLE CALIFORNIA, RAWS,47.1,2014-02-01
673,LADDER BUTTE CALIFORNIA, RAWS,38.3,2014-02-01
674,LEO CARRILLO CALIFORNIA, RAWS,58.9,2014-02-01
675,LOS GATOS CALIFORNIA, RAWS,52.0,2014-02-01
676,LOST HORSE CALIFORNIA, RAWS,51.6,2014-02-01
677,LINCOLN CALIFORNIA, RAWS,52.7,2014-02-01
678,LOWER KLAMATH CALIFORNIA, RAWS,38.0,2014-02-01
679,LOS PRIETOS CALIFORNIA, RAWS,56.8,2014-02-01
680,LAS TABLAS CALIFORNIA, RAWS,51.8,2014-02-01
681,LITTLE TUJUNGA CALIFORNIA, RAWS,58.8,2014-02-01
0,IMPERIAL, COOP,70.1,2014-03-01
1,EL CAPITAN DAM, COOP,64.4,2014-03-01
2,POWAY VALLEY, COOP,62.1,2014-03-01
3,JULIAN CDF, COOP,52.8,2014-03-01
4,CARLSBAD MCCLELLAN PALOMAR AP, WBAN,60.4,2014-03-01
5,HENSHAW DAM, COOP,51.9,2014-03-01
6,VISTA, COOP,60.8,2014-03-01
7,OCEANSIDE MARINA, COOP,59.8,2014-03-01
8,BORREGO DESERT PARK, COOP,68.9,2014-03-01
9,PALOMAR MTN OBSERVATORY, COOP,50.8,2014-03-01
10,MECCA FIRE STATION, COOP,69.7,2014-03-01
11,BLYTHE ASOS, WBAN,68.0,2014-03-01
12,DESERT RESORTS REGIONAL AP, WBAN,67.3,2014-03-01
13,CULVER CITY, COOP,62.1,2014-03-01
14,SANTA MONICA MUNICIPAL AP, WBAN,63.7,2014-03-01
15,ONTARIO INTL AP, WBAN,63.5,2014-03-01
16,POMONA/FAIRPLEX, COOP,62.2,2014-03-01
17,U C L A, COOP,62.7,2014-03-01
18,IRON MOUNTAIN, COOP,68.6,2014-03-01
19,TWENTYNINE PALMS, COOP,65.3,2014-03-01
20,JOSHUA TREE, COOP,57.6,2014-03-01
21,SAN GABRIEL FIRE DEPT, COOP,63.6,2014-03-01
22,POINT MUGU NF, WBAN,61.3,2014-03-01
23,SAN GABRIEL CANYON PH, COOP,65.9,2014-03-01
24,WOODLAND HILLS PIERCE COLLEGE, COOP,62.9,2014-03-01
25,MT WILSON CBS, COOP,52.5,2014-03-01
26,VAN NUYS AP, WBAN,63.6,2014-03-01
27,CAMARILLO AP, WBAN,60.3,2014-03-01
28,OXNARD VENTURA COUNTY AP, WBAN,59.0,2014-03-01
29,PARKER RESRVOIR, COOP,65.3,2014-03-01
30,BIG BEAR LAKE, COOP,41.3,2014-03-01
31,SANTA BARBARA MUNI AP, WBAN,59.6,2014-03-01
32,VICTORVILLE, COOP,57.2,2014-03-01
33,GIBRALTAR DAM NO. 2, COOP,58.4,2014-03-01
34,AMBOY, COOP,66.3,2014-03-01
35,PALMDALE, COOP,58.3,2014-03-01
36,SAUGUS POWER PLANT 1, COOP,57.3,2014-03-01
37,CACHUMA LAKE, COOP,56.8,2014-03-01
38,SALSIPUEDES GAGING STATION, COOP,56.6,2014-03-01
39,PALMDALE AP, WBAN,56.2,2014-03-01
40,LOMPOC, COOP,59.7,2014-03-01
41,LANCASTER, WBAN,55.5,2014-03-01
42,SANDBERG, WBAN,53.8,2014-03-01
43,LEBEC, WBAN,45.9,2014-03-01
44,NEW CUYAMA FIRE STATION, COOP,53.4,2014-03-01
45,TWITCHELL DAM, COOP,55.3,2014-03-01
46,KETTLEMAN CITY, COOP,60.2,2014-03-01
47,HAIWEE, COOP,55.0,2014-03-01
48,CORCORAN IRRIGATION DIST., COOP,60.4,2014-03-01
49,COALINGA, WBAN,60.9,2014-03-01
50,KING CITY, COOP,59.1,2014-03-01
51,LINDSAY, COOP,60.1,2014-03-01
52,BIG SUR STATION, COOP,,2014-03-01
53,VISALIA, COOP,59.1,2014-03-01
54,FIVE POINTS 5 SSW, COOP,61.1,2014-03-01
55,ASH MOUNTAIN, COOP,58.6,2014-03-01
56,PISMO BEACH, COOP,57.3,2014-03-01
57,SALINAS DAM, COOP,57.9,2014-03-01
58,RANDSBURG, COOP,56.1,2014-03-01
59,SANTA MARGARITA BOOST, COOP,58.6,2014-03-01
60,MORRO BAY FIRE DEPT, COOP,60.7,2014-03-01
61,BAKERSFIELD AP, WBAN,62.2,2014-03-01
62,BUTTONWILLOW, COOP,60.2,2014-03-01
63,GLENNVILLE, COOP,48.3,2014-03-01
64,TRONA, COOP,62.3,2014-03-01
65,DELANO, COOP,60.6,2014-03-01
66,THREE RIVERS EDISON PH 1, COOP,58.7,2014-03-01
67,PINNACLES NM, COOP,56.1,2014-03-01
68,CARMEL VALLEY, COOP,56.9,2014-03-01
69,LODGEPOLE, COOP,36.3,2014-03-01
70,MONTEREY, COOP,56.3,2014-03-01
71,SALINAS NO. 2, COOP,57.8,2014-03-01
72,SALINAS AP, WBAN,58.4,2014-03-01
73,GRANT GROVE, COOP,40.8,2014-03-01
74,HOLLISTER 2, COOP,57.9,2014-03-01
75,BALCH POWER HOUSE, COOP,56.7,2014-03-01
76,WATSONVILLE WATERWORKS, COOP,58.0,2014-03-01
77,FRIANT GOVERNMENT CAMP, COOP,59.3,2014-03-01
78,MADERA, COOP,58.8,2014-03-01
79,GILROY, COOP,59.6,2014-03-01
80,ELSINORE, COOP,62.8,2014-03-01
81,SANTA ANA JOHN WAYNE AP, WBAN,63.2,2014-03-01
82,HAYFIELD PUMPING PLANT, COOP,64.5,2014-03-01
83,IDYLLWILD FIRE DEPT, COOP,51.4,2014-03-01
84,SAN JACINTO RS, COOP,62.3,2014-03-01
85,HEMET, COOP,60.7,2014-03-01
86,SANTA ANA FIRE STATION, COOP,64.6,2014-03-01
87,EAGLE MOUNTAIN, COOP,67.1,2014-03-01
88,PALM SPRINGS, COOP,69.8,2014-03-01
89,LONG BEACH DAUGHERTY AP, WBAN,63.0,2014-03-01
90,FULLERTON MUNICIPAL AP, WBAN,64.2,2014-03-01
91,MARCH AFB, WBAN,59.4,2014-03-01
92,HAWTHORNE MUNICIPAL AP, WBAN,63.1,2014-03-01
93,LOS ANGELES INTL AP, WBAN,62.4,2014-03-01
94,RIVERSIDE FIRE STATION 3, COOP,63.5,2014-03-01
95,RIVERSIDE MUNICIPAL AP, WBAN,63.3,2014-03-01
96,CHINO AP, WBAN,61.7,2014-03-01
97,SO ENTRANCE YOSEMITE N.P., COOP,41.4,2014-03-01
98,NEWARK, COOP,59.2,2014-03-01
99,MODESTO CITY COUNTY AP, WBAN,59.6,2014-03-01
100,HAYWARD AIR TERMINAL, WBAN,57.4,2014-03-01
101,TRACY CARBONA, COOP,57.8,2014-03-01
102,LIVERMORE MUNICIPAL AP, WBAN,58.1,2014-03-01
103,OAKLAND METROPOLITAN INTL AP, WBAN,58.8,2014-03-01
104,SAN FRANCISCO DOWNTOWN, WBAN,58.3,2014-03-01
105,SAN FRANCISCO OCEANSIDE, COOP,58.2,2014-03-01
106,GROVELAND 2, COOP,50.2,2014-03-01
107,TRACY PUMPING PLANT, COOP,60.6,2014-03-01
108,OAKLAND MUSEUM, COOP,59.8,2014-03-01
109,TUOLUMNE MEADOWS R.S., COOP,30.7,2014-03-01
110,MOUNT DIABLO JUNCTION, COOP,54.5,2014-03-01
111,STOCKTON METROPOLITAN AP, WBAN,58.3,2014-03-01
112,AUBERRY 2 NW, COOP,56.2,2014-03-01
113,LOS BANOS, COOP,60.5,2014-03-01
114,BEN LOMOND NO. 4, COOP,56.8,2014-03-01
115,MORGAN HILL, COOP,,2014-03-01
116,NORTH FORK RS, COOP,49.7,2014-03-01
117,LOS GATOS, COOP,57.9,2014-03-01
118,NEWMAN, COOP,61.8,2014-03-01
119,MOUNT HAMILTON, WBAN,48.4,2014-03-01
120,BISHOP AP, WBAN,50.7,2014-03-01
121,MOFFETT FEDERAL AIRFIELD, WBAN,59.9,2014-03-01
122,WOODSIDE FIRE STATION 1, COOP,58.0,2014-03-01
123,TURLOCK #2, COOP,58.7,2014-03-01
124,PALO ALTO, COOP,58.1,2014-03-01
125,REDWOOD CITY, COOP,58.1,2014-03-01
126,HALF MOON BAY, COOP,54.6,2014-03-01
127,PACIFIC HOUSE, COOP,47.6,2014-03-01
128,CLOVERDALE, COOP,58.6,2014-03-01
129,SOUTH LAKE TAHOE AP, WBAN,39.3,2014-03-01
130,GEORGETOWN RS, COOP,51.6,2014-03-01
131,AUBURN, COOP,55.8,2014-03-01
132,CLEARLAKE 4 SE, COOP,53.8,2014-03-01
133,MARYSVILLE YUBA COUNTY AP, WBAN,57.9,2014-03-01
134,UKIAH MUNICIPAL AP, WBAN,55.3,2014-03-01
135,PARADISE, COOP,54.9,2014-03-01
136,VINTON, COOP,45.3,2014-03-01
137,PORTOLA, COOP,41.0,2014-03-01
138,DE SABLA, COOP,50.8,2014-03-01
139,DOYLE 4 SSE, COOP,45.1,2014-03-01
140,CHESTER, COOP,41.1,2014-03-01
141,MINERAL, COOP,42.4,2014-03-01
142,SCOTIA, COOP,54.4,2014-03-01
143,MANZANITA LAKE, COOP,38.3,2014-03-01
144,WHISKEYTOWN RESERVOIR, COOP,54.0,2014-03-01
145,SHASTA DAM, COOP,55.3,2014-03-01
146,TRINITY RIVER HATCHERY, COOP,50.1,2014-03-01
147,BIG BAR 4 E, COOP,51.5,2014-03-01
148,HAT CREEK, COOP,44.7,2014-03-01
149,WILLOW CREEK 1 NW, COOP,54.0,2014-03-01
150,TWENTYNINE PALMS 12E - WONDER VALLEY, COOP,64.3,2014-03-01
151,MORONGO VALLEY NORTH, COOP,59.0,2014-03-01
152,SHAFTER 6E, COOP,59.6,2014-03-01
153,TRUCKEE-TAHOE AIRPORT DISTRICT, COOP,36.8,2014-03-01
154,PLACERVILLE 3 ENE, COOP,53.1,2014-03-01
155,TAHOMA, COOP,35.9,2014-03-01
156,CORONA MUNICIPAL AIRPORT, WBAN,60.5,2014-03-01
157,VERDI 2W, COOP,42.4,2014-03-01
158,REDONDO BEACH, COOP,61.4,2014-03-01
159,BURBANK VALLEY PUMP PLANT, COOP,61.1,2014-03-01
160,GRASS VALLEY NO. 2, COOP,50.3,2014-03-01
161,COLUSA 2 SSW, COOP,57.5,2014-03-01
162,BLUE CANYON AP, WBAN,44.0,2014-03-01
163,NEVADA CITY, COOP,50.2,2014-03-01
164,TRUCKEE AIRPORT, WBAN,36.8,2014-03-01
165,DONNER MEMORIAL ST PARK, COOP,38.3,2014-03-01
166,BOCA, COOP,39.0,2014-03-01
167,POTTER VALLEY POWERHOUSE, COOP,54.4,2014-03-01
168,BOWMAN DAM, COOP,44.5,2014-03-01
169,OROVILLE, COOP,58.0,2014-03-01
170,OROVILLE MUNICIPAL AP, WBAN,58.4,2014-03-01
171,SIERRAVILLE RS, COOP,41.9,2014-03-01
172,DOWNIEVILLE, COOP,47.6,2014-03-01
173,STRAWBERRY VALLEY, COOP,45.9,2014-03-01
174,STONY GORGE RESERVOIR, COOP,55.2,2014-03-01
175,RICHMOND, COOP,58.9,2014-03-01
176,MUIR WOODS, COOP,57.4,2014-03-01
177,HETCH HETCHY, COOP,49.6,2014-03-01
178,CHERRY VALLEY DAM, COOP,47.0,2014-03-01
179,SONORA, COOP,53.3,2014-03-01
180,STOCKTON FIRE STA 4, COOP,62.0,2014-03-01
181,ANTIOCH PUMPING PLANT #3, COOP,59.7,2014-03-01
182,CONCORD BUCHANAN FIELD, WBAN,58.0,2014-03-01
183,CONCORD WASTEWATER PLANT, COOP,60.0,2014-03-01
184,SAN RAFAEL-CIVIC CENTER, COOP,58.8,2014-03-01
185,KENTFIELD, COOP,57.2,2014-03-01
186,MARTINEZ WATER PLANT, COOP,56.0,2014-03-01
187,BODIE CALIFORNIA STATE HISTORIC PARK, COOP,30.8,2014-03-01
188,NAPA COUNTY AIRPORT, WBAN,55.0,2014-03-01
189,BRIDGEPORT, COOP,37.8,2014-03-01
190,TRAVIS FIELD AFB, WBAN,58.9,2014-03-01
191,FAIRFIELD, COOP,58.6,2014-03-01
192,SONOMA, COOP,58.1,2014-03-01
193,SUTTER HILL CDF, COOP,57.8,2014-03-01
194,GRATON, COOP,56.1,2014-03-01
195,OCCIDENTAL, COOP,55.3,2014-03-01
196,SACRAMENTO EXECUTIVE AP, WBAN,58.7,2014-03-01
197,WINTERS, WBAN,59.4,2014-03-01
198,LAKE SOLANO, COOP,59.0,2014-03-01
199,SAINT HELENA, COOP,59.0,2014-03-01
200,FORT ROSS, COOP,54.6,2014-03-01
201,SACRAMENTO 5ESE, WBAN,60.3,2014-03-01
202,ANGWIN PACIFIC UNION COLLEGE, COOP,53.3,2014-03-01
203,CALISTOGA, COOP,56.5,2014-03-01
204,WOODLAND 1 WNW, COOP,60.0,2014-03-01
205,SACRAMENTO METROPOLITAN AP, WBAN,57.5,2014-03-01
206,SUSANVILLE 2SW, WBAN,43.1,2014-03-01
207,TEJON RANCHO, WBAN,61.4,2014-03-01
208,BURBANK GLENDALE PASADENA AP, WBAN,62.5,2014-03-01
209,MOUNT SHASTA, COOP,45.9,2014-03-01
210,WATSONVILLE MUNICIPAL AP, WBAN,56.9,2014-03-01
211,SANTA ROSA SONOMA CO AP, WBAN,56.1,2014-03-01
212,HEARST CASTLE, COOP,58.0,2014-03-01
213,GETTY CENTER, COOP,61.2,2014-03-01
214,HESPERIA 2E, COOP,57.0,2014-03-01
215,RANCHO BERNARDO, COOP,61.5,2014-03-01
216,OCOTILLO WELLS 2W, COOP,71.5,2014-03-01
217,IRVINE RANCH, COOP,64.0,2014-03-01
218,MT. LAGUNA #3, COOP,48.5,2014-03-01
219,AVALON INLAND, COOP,54.5,2014-03-01
220,DESERT CENTER 2 NNE, COOP,65.2,2014-03-01
221,TORRANCE AP, WBAN,61.7,2014-03-01
222,MERCED 23 WSW, WBAN,56.5,2014-03-01
223,REDDING 12 WNW, WBAN,52.8,2014-03-01
224,STOVEPIPE WELLS 1 SW, WBAN,70.7,2014-03-01
225,LOS ANGELES DOWNTOWN/USC, WBAN,63.7,2014-03-01
226,FRESNO YOSEMITE INT'L, WBAN,62.4,2014-03-01
227,MONTEREY PENINSUL AP, WBAN,57.0,2014-03-01
228,PASO ROBLES MUNICIPAL AP, WBAN,57.3,2014-03-01
229,MONTAGUE SISKIYOU AIRPORT, WBAN,46.6,2014-03-01
230,SAN JOSE, WBAN,59.3,2014-03-01
231,PALM SPRINGS ASOS, WBAN,69.8,2014-03-01
232,SAN DIEGO BROWN FIELD, WBAN,60.8,2014-03-01
233,Bakersfield Area, ThreadEx,62.2,2014-03-01
234,Bishop Area, ThreadEx,50.7,2014-03-01
235,Los Angeles Downtown Area, ThreadEx,63.7,2014-03-01
236,Eureka Area, ThreadEx,51.5,2014-03-01
237,Fresno Area, ThreadEx,62.4,2014-03-01
238,Los Angeles Airport Area, ThreadEx,62.4,2014-03-01
239,Long Beach Area, ThreadEx,63.0,2014-03-01
240,Redding Area, ThreadEx,55.5,2014-03-01
241,Sacramento Area, ThreadEx,58.7,2014-03-01
242,San Diego Area, ThreadEx,64.1,2014-03-01
243,Stockton Area, ThreadEx,58.3,2014-03-01
244,San Francisco Airport Area, ThreadEx,59.0,2014-03-01
245,Santa Maria Area, ThreadEx,60.0,2014-03-01
246,CAMP PENDLETON MCAS, WBAN,59.1,2014-03-01
247,LEMOORE REEVES NAS, WBAN,62.6,2014-03-01
248,ARVIN, COOP,60.6,2014-03-01
249,CHIRIACO SUMMIT, COOP,62.4,2014-03-01
250,EDWARDS AFB NORTH AUXILIARY AIRFIELD, WBAN,56.9,2014-03-01
251,FALLBROOK 5 NE, WBAN,62.8,2014-03-01
252,SANTA BARBARA 11 W, WBAN,57.7,2014-03-01
253,BODEGA 6 WSW, WBAN,53.4,2014-03-01
254,YOSEMITE VILLAGE 12 W, WBAN,42.2,2014-03-01
255,YUCCA MESA, COOP,58.6,2014-03-01
256,YUCCA VALLEY, COOP,56.9,2014-03-01
257,JOHNSON VALLEY, COOP,52.5,2014-03-01
258,ARBUCKLE BASIN CALIFORNIA, RAWS,52.0,2014-03-01
259,ACTON CALIFORNIA, RAWS,57.2,2014-03-01
260,ARROYO GRANDE CALIFORNIA, RAWS,59.0,2014-03-01
261,ALDER SPRINGS CALIFORNIA, RAWS,46.5,2014-03-01
262,ALPINE CALIFORNIA, RAWS,57.5,2014-03-01
263,LOS ALTOS CALIFORNIA, RAWS,58.0,2014-03-01
264,ANZA CALIFORNIA, RAWS,52.1,2014-03-01
265,ALDER POINT CALIFORNIA, RAWS,52.9,2014-03-01
266,ARROYO SECO (MT. DIABLO) CALIF, RAWS,58.0,2014-03-01
267,ASH CREEK CALIFORNIA, RAWS,41.8,2014-03-01
268,BACKBONE CALIFORNIA, RAWS,45.0,2014-03-01
269,BALD MTN LOC CALIFORNIA, RAWS,48.3,2014-03-01
270,BARNABY CALIFORNIA, RAWS,56.4,2014-03-01
271,BATTERSON CALIFORNIA, RAWS,54.3,2014-03-01
272,BIG BAR CALIFORNIA, RAWS,51.5,2014-03-01
273,BELL CANYON CALIFORNIA, RAWS,61.9,2014-03-01
274,BRADLEY CALIFORNIA, RAWS,58.9,2014-03-01
275,BEAR PEAK CALIFORNIA, RAWS,39.4,2014-03-01
276,BENTON CALIFORNIA, RAWS,46.1,2014-03-01
277,BEAUMONT CALIFORNIA, RAWS,58.4,2014-03-01
278,BEVERLY HILLS CALIFORNIA, RAWS,65.7,2014-03-01
279,BANGOR CALIFORNIA, RAWS,57.0,2014-03-01
280,BIG HILL CALIFORNIA, RAWS,45.6,2014-03-01
281,BIG PINES CALIFORNIA, RAWS,44.8,2014-03-01
282,BIG ROCK CALIFORNIA, RAWS,56.5,2014-03-01
283,BLACK DIAMOND CALIFORNIA, RAWS,55.6,2014-03-01
284,BLUE DOOR CALIFORNIA, RAWS,38.2,2014-03-01
285,BLUE RIDGE (KNF) CALIFORNIA, RAWS,40.1,2014-03-01
286,BEN BOLT CALIFORNIA, RAWS,56.2,2014-03-01
287,BEN LOMOND CALIFORNIA, RAWS,52.8,2014-03-01
288,BOGARD R.S. CALIFORNIA, RAWS,38.0,2014-03-01
289,BOONVILLE CALIFORNIA, RAWS,54.7,2014-03-01
290,BIG PINE FLAT CALIFORNIA, RAWS,44.5,2014-03-01
291,BRIDGEPORT 4NW CALIFORNIA, RAWS,40.5,2014-03-01
292,BRANCH MOUNTAIN CALIFORNIA, RAWS,53.4,2014-03-01
293,BEAR FLAT CALIFORNIA, RAWS,37.6,2014-03-01
294,BRIONES CALIFORNIA, RAWS,55.8,2014-03-01
295,BROOKS CALIFORNIA, RAWS,58.6,2014-03-01
296,BIG SUR CALIFORNIA, RAWS,57.7,2014-03-01
297,BULL FLAT CALIFORNIA, RAWS,41.9,2014-03-01
298,BURNS CANYON CALIFORNIA, RAWS,50.1,2014-03-01
299,BUTTERCUP CALIFORNIA, RAWS,69.9,2014-03-01
300,BEAVER CAMP LOC CALIFORNIA, RAWS,49.4,2014-03-01
